"ThetaMin","ThetaMax","PhiMin","PhiMax","P1_Q1_index","P2_Q2_index","P3_Q3_index","T_r"
1434,1572,12198,12336,5,11,53,905
1302,1374,12330,12402,11,53,18,906
1302,1374,12396,12468,11,53,18,903
1368,1440,12330,12402,5,11,53,906
1368,1440,12396,12468,11,53,18,903
1302,1374,12462,12534,11,50,18,901
1302,1374,12528,12600,11,50,18,898
1368,1440,12462,12534,11,53,18,901
1368,1440,12528,12600,11,50,18,898
1434,1572,12330,12468,11,53,18,900
1434,1572,12462,12600,11,53,18,895
1566,1704,11544,11676,5,11,51,927
1566,1704,11670,11808,5,11,53,923
1698,1836,11544,11676,5,11,51,927
1698,1836,11670,11808,5,11,53,923
1566,1704,11802,11940,5,11,53,919
1566,1704,11934,12072,5,11,53,914
1698,1836,11802,11940,5,11,53,919
1698,1836,11934,12072,5,11,53,914
1830,2100,11544,11808,5,64,86,916
1830,2100,11802,12072,5,79,70,907
1566,1704,12066,12204,5,11,53,910
1566,1704,12198,12336,5,11,53,905
1698,1836,12066,12204,5,11,53,909
1698,1836,12198,12336,5,11,53,905
1566,1836,12330,12600,11,79,70,888
1830,2100,12066,12336,5,79,70,898
1830,2100,12330,12600,5,79,70,887
2094,2358,8394,8658,7,9,53,951
2094,2358,8652,8922,6,10,53,947
2352,2622,8394,8658,7,25,69,951
2352,2622,8652,8922,10,53,19,949
2094,2358,8916,9186,6,10,52,943
2094,2358,9180,9450,6,10,52,951
2352,2622,8916,9186,6,10,53,945
2352,2622,9180,9450,6,10,52,948
2616,2754,8394,8526,6,9,53,960
2616,2754,8520,8658,6,10,53,960
2748,2886,8394,8526,6,9,53,959
2748,2886,8520,8658,6,10,53,959
2616,2886,8652,8922,10,53,19,950
2880,3018,8394,8526,7,9,53,959
2880,3018,8520,8658,6,10,53,959
3012,3150,8394,8526,7,25,69,958
3012,3150,8520,8658,6,10,53,958
2880,3150,8652,8922,7,10,53,949
2616,2886,8916,9186,6,10,53,948
2616,2886,9180,9450,6,10,52,944
2880,3150,8916,9186,10,53,19,946
2880,3150,9180,9450,6,10,52,942
2094,2358,9444,9708,6,10,52,948
2094,2358,9702,9972,6,10,52,944
2352,2622,9444,9708,6,10,52,944
2352,2622,9702,9972,6,10,52,947
2094,2358,9966,10236,25,52,86,945
2094,2358,10230,10500,25,53,86,949
2352,2622,9966,10236,6,25,52,950
2352,2490,10230,10368,6,25,52,955
2352,2490,10362,10500,25,52,86,957
2484,2622,10230,10368,6,25,52,959
2484,2556,10362,10434,6,25,52,960
2484,2556,10428,10500,11,52,86,961
2550,2622,10362,10434,6,11,52,959
2550,2622,10428,10500,11,52,34,961
2616,2886,9444,9708,6,10,52,946
2616,2886,9702,9972,6,25,52,949
2880,3150,9444,9708,6,10,52,943
2880,3018,9702,9840,6,25,52,957
2880,2952,9834,9906,6,25,52,962
2880,2952,9900,9972,6,25,52,961
2946,2982,9834,9870,6,11,52,964
2946,2982,9864,9906,6,11,52,963
2976,3018,9834,9870,6,11,52,963
2976,3018,9864,9906,6,11,52,963
2946,2982,9900,9936,6,11,52,964
2946,2982,9930,9972,6,11,52,963
2976,3018,9900,9936,6,11,52,963
2976,3018,9930,9972,6,11,52,963
3012,3084,9702,9774,6,10,52,961
3012,3048,9768,9804,6,10,52,963
3012,3048,9798,9840,6,11,52,963
3042,3084,9768,9804,6,11,52,963
3042,3084,9798,9840,6,11,52,963
3078,3114,9702,9738,6,10,52,958
3078,3114,9732,9774,6,10,52,958
3108,3150,9702,9738,6,10,52,958
3108,3150,9732,9774,6,11,52,958
3078,3114,9768,9804,6,11,52,963
3078,3114,9798,9840,6,11,52,962
3108,3150,9768,9804,6,11,52,957
3108,3150,9798,9840,6,11,52,962
3012,3048,9834,9870,6,11,52,963
3012,3048,9864,9906,6,11,52,963
3042,3084,9834,9870,6,11,52,963
3042,3084,9864,9906,6,11,52,962
3012,3084,9900,9972,6,11,52,960
3078,3114,9834,9870,6,11,52,963
3078,3114,9864,9906,6,11,52,962
3108,3150,9834,9870,6,11,52,962
3108,3150,9864,9906,6,11,52,962
3078,3150,9900,9972,6,11,52,960
2616,2754,9966,10104,6,25,52,958
2616,2754,10098,10236,6,25,52,958
2748,2820,9966,10038,6,25,52,962
2748,2820,10032,10104,6,25,52,962
2814,2886,9966,10038,6,25,52,962
2814,2850,10032,10068,6,11,52,964
2814,2850,10062,10104,6,11,52,964
2844,2886,10032,10068,6,11,52,964
2844,2886,10062,10104,6,11,52,964
2748,2784,10098,10134,6,11,52,965
2748,2784,10128,10170,6,11,52,964
2778,2820,10098,10134,6,11,52,964
2778,2820,10128,10170,6,11,52,964
2748,2820,10164,10236,6,11,52,962
2814,2886,10098,10170,6,11,52,962
2814,2886,10164,10236,6,11,52,961
2616,2754,10230,10368,6,64,34,958
2616,2754,10362,10500,6,64,34,954
2748,2820,10230,10302,6,11,52,962
2748,2820,10296,10368,6,11,52,962
2814,2886,10230,10302,6,11,52,961
2814,2886,10296,10368,6,11,52,961
2748,2886,10362,10500,6,64,34,957
2880,2916,9966,10002,6,11,52,964
2880,2916,9996,10038,6,11,52,963
2910,2952,9966,10002,6,11,52,963
2910,2952,9996,10038,6,11,52,963
2880,2952,10032,10104,6,11,52,961
2946,3018,9966,10038,6,11,52,961
2946,3018,10032,10104,6,11,52,961
2880,2952,10098,10170,6,11,52,961
2880,2952,10164,10236,6,11,52,961
2946,3018,10098,10170,6,11,52,961
2946,3018,10164,10236,6,11,52,960
3012,3084,9966,10038,6,11,52,960
3012,3084,10032,10104,6,11,52,960
3078,3150,9966,10038,6,11,52,960
3078,3150,10032,10104,6,11,52,960
3012,3084,10098,10170,6,11,52,960
3012,3084,10164,10236,6,11,52,960
3078,3150,10098,10170,6,11,52,959
3078,3150,10164,10236,6,11,52,959
2880,2952,10230,10302,6,11,52,961
2880,2952,10296,10368,6,11,52,961
2946,3018,10230,10302,6,11,52,960
2946,3018,10296,10368,6,11,52,960
2880,3018,10362,10500,6,11,52,956
3012,3150,10230,10368,6,11,52,955
3012,3150,10362,10500,6,11,52,954
3144,3408,8394,8658,7,65,19,948
3144,3408,8652,8922,7,10,53,947
3402,3672,8394,8658,7,65,19,946
3402,3672,8652,8922,7,10,53,945
3144,3408,8916,9186,10,53,19,943
3144,3408,9180,9450,10,52,19,946
3402,3672,8916,9186,10,53,19,944
3402,3672,9180,9450,10,53,19,944
3666,3936,8394,8658,7,65,19,934
3666,3936,8652,8922,7,10,53,933
3930,4068,8394,8526,7,65,19,946
3930,4068,8520,8658,7,10,53,946
4062,4200,8394,8526,7,65,19,948
4062,4200,8520,8658,7,10,53,947
3930,4200,8652,8922,7,10,53,936
3666,3936,8916,9186,10,53,19,931
3666,3804,9180,9318,6,10,53,951
3666,3804,9312,9450,6,10,52,951
3798,3936,9180,9318,6,10,53,940
3798,3936,9312,9450,6,10,52,940
3930,4200,8916,9186,7,10,53,935
3930,4068,9180,9318,6,10,53,942
3930,4068,9312,9450,6,65,19,942
4062,4200,9180,9318,6,10,53,944
4062,4200,9312,9450,6,11,53,943
3144,3276,9444,9576,6,10,52,956
3144,3210,9570,9642,6,10,52,959
3144,3210,9636,9708,6,10,52,958
3204,3276,9570,9642,6,10,52,959
3204,3276,9636,9708,6,10,52,958
3270,3408,9444,9576,6,10,52,954
3270,3342,9570,9642,6,10,52,959
3270,3306,9636,9672,6,10,52,961
3270,3306,9666,9708,6,11,52,961
3300,3342,9636,9672,6,10,52,961
3300,3342,9666,9708,6,11,52,961
3336,3408,9570,9642,6,10,52,958
3336,3408,9636,9708,6,11,52,958
3144,3180,9702,9738,6,10,52,959
3144,3180,9732,9774,6,11,52,958
3174,3210,9702,9738,6,10,52,960
3174,3210,9732,9774,6,11,52,959
3144,3180,9768,9804,6,11,52,958
3144,3180,9798,9840,6,11,52,957
3174,3210,9768,9804,6,11,52,959
3174,3210,9798,9840,6,11,52,958
3204,3240,9702,9738,6,11,52,960
3204,3240,9732,9774,6,11,52,959
3234,3276,9702,9738,6,11,52,960
3234,3276,9732,9774,6,11,52,960
3204,3276,9768,9840,6,11,52,956
3144,3210,9834,9906,6,11,52,959
3144,3210,9900,9972,6,11,52,959
3204,3276,9834,9906,6,11,52,955
3204,3276,9900,9972,6,11,52,959
3270,3342,9702,9774,6,11,52,958
3270,3342,9768,9840,6,11,52,957
3336,3408,9702,9774,6,11,52,958
3336,3408,9768,9840,6,11,52,958
3270,3342,9834,9906,6,11,52,956
3270,3342,9900,9972,6,11,52,955
3336,3408,9834,9906,6,11,52,957
3336,3408,9900,9972,6,11,52,956
3402,3540,9444,9576,6,10,52,953
3402,3474,9570,9642,6,11,52,958
3402,3474,9636,9708,6,11,52,957
3468,3540,9570,9642,6,11,52,957
3468,3540,9636,9708,6,11,52,957
3534,3606,9444,9510,6,10,52,957
3534,3606,9504,9576,6,10,52,957
3600,3672,9444,9510,6,10,52,956
3600,3672,9504,9576,6,11,52,956
3534,3606,9570,9642,6,11,52,956
3534,3606,9636,9708,6,11,52,956
3600,3672,9570,9642,6,11,52,956
3600,3672,9636,9708,6,11,52,955
3402,3474,9702,9774,6,11,52,957
3402,3474,9768,9840,6,11,52,957
3468,3540,9702,9774,6,11,52,957
3468,3540,9768,9840,6,11,52,956
3402,3474,9834,9906,6,11,52,957
3402,3474,9900,9972,6,11,52,957
3468,3540,9834,9906,6,11,52,956
3468,3540,9900,9972,6,11,52,956
3534,3606,9702,9774,6,11,52,956
3534,3606,9768,9840,6,11,52,956
3600,3672,9702,9774,6,11,52,955
3600,3672,9768,9840,6,11,52,955
3534,3672,9834,9972,6,11,52,950
3144,3210,9966,10038,6,11,52,959
3144,3210,10032,10104,6,11,52,959
3204,3276,9966,10038,6,11,52,959
3204,3276,10032,10104,6,11,52,958
3144,3276,10098,10236,6,11,52,954
3270,3408,9966,10104,6,11,52,953
3270,3408,10098,10236,6,11,52,952
3144,3276,10230,10368,6,11,52,953
3144,3276,10362,10500,6,11,52,953
3270,3408,10230,10368,6,11,52,952
3270,3408,10362,10500,6,11,52,952
3402,3540,9966,10104,6,11,52,951
3402,3540,10098,10236,6,11,52,951
3534,3672,9966,10104,6,11,52,950
3534,3672,10098,10236,6,11,52,949
3402,3540,10230,10368,6,11,52,951
3402,3540,10362,10500,6,11,52,950
3534,3672,10230,10368,6,11,52,945
3534,3672,10362,10500,6,11,52,946
3666,3804,9444,9576,6,65,19,950
3666,3738,9570,9642,6,11,52,955
3666,3738,9636,9708,6,11,52,955
3732,3804,9570,9642,6,11,52,954
3732,3804,9636,9708,6,11,52,954
3798,3936,9444,9576,6,65,19,945
3798,3936,9570,9708,6,11,52,944
3666,3804,9702,9840,6,11,52,949
3666,3804,9834,9972,6,11,52,949
3798,3936,9702,9840,6,11,52,945
3798,3936,9834,9972,6,11,52,945
3930,4068,9444,9576,6,11,52,941
3930,4068,9570,9708,6,11,52,940
4062,4200,9444,9576,6,11,52,943
4062,4200,9570,9708,6,11,52,942
3930,4068,9702,9840,6,11,52,939
3930,4068,9834,9972,6,11,52,939
4062,4200,9702,9840,6,11,52,941
4062,4200,9834,9972,6,11,52,941
3666,3804,9966,10104,6,11,52,945
3666,3804,10098,10236,6,11,52,946
3798,3936,9966,10104,6,11,52,945
3798,3936,10098,10236,6,11,52,945
3666,3804,10230,10368,6,11,52,947
3666,3804,10362,10500,6,11,52,947
3798,3936,10230,10368,6,11,52,945
3798,3936,10362,10500,6,11,52,945
3930,4068,9966,10104,6,11,52,945
3930,4068,10098,10236,6,11,52,944
4062,4200,9966,10104,6,11,52,940
4062,4200,10098,10236,6,11,52,939
3930,4200,10230,10500,6,11,52,933
2094,2358,10494,10758,25,51,86,945
2094,2226,10752,10890,25,51,86,946
2094,2160,10884,10956,5,11,51,952
2094,2160,10950,11022,5,11,51,950
2154,2226,10884,10956,11,51,86,951
2154,2226,10950,11022,5,11,51,950
2220,2292,10752,10824,11,51,86,955
2220,2292,10818,10890,11,51,86,953
2286,2358,10752,10824,11,51,86,955
2286,2358,10818,10890,11,51,86,953
2220,2292,10884,10956,11,51,86,950
2220,2292,10950,11022,11,51,86,950
2286,2358,10884,10956,11,51,86,952
2286,2358,10950,11022,11,51,86,950
2352,2424,10494,10560,25,51,86,961
2352,2424,10554,10626,11,51,86,959
2418,2490,10494,10560,11,51,86,961
2418,2490,10554,10626,11,51,86,960
2352,2424,10620,10692,11,51,86,958
2352,2424,10686,10758,11,51,86,956
2418,2490,10620,10692,11,51,86,958
2418,2490,10686,10758,11,51,86,957
2484,2556,10494,10560,11,51,86,961
2484,2556,10554,10626,11,51,86,960
2550,2622,10494,10560,11,52,86,961
2550,2622,10554,10626,11,51,86,960
2484,2556,10620,10692,11,51,86,958
2484,2556,10686,10758,11,51,70,957
2550,2622,10620,10692,11,51,70,958
2550,2622,10686,10758,11,51,70,957
2352,2424,10752,10824,11,51,86,955
2352,2424,10818,10890,11,51,86,953
2418,2490,10752,10824,11,51,86,955
2418,2490,10818,10890,11,51,70,953
2352,2490,10884,11022,11,51,70,946
2484,2622,10752,10890,11,51,70,950
2484,2622,10884,11022,11,51,70,946
2094,2160,11016,11088,5,11,51,948
2094,2160,11082,11154,5,11,51,946
2154,2226,11016,11088,5,11,51,948
2154,2226,11082,11154,5,11,51,946
2094,2226,11148,11286,11,51,86,939
2220,2358,11016,11154,11,51,86,943
2220,2358,11148,11286,11,51,70,939
2094,2226,11280,11418,5,11,51,935
2094,2226,11412,11550,5,11,51,931
2220,2358,11280,11418,5,11,51,935
2220,2358,11412,11550,5,11,51,931
2352,2490,11016,11154,11,51,70,943
2352,2490,11148,11286,11,51,70,939
2484,2622,11016,11154,11,51,70,943
2484,2622,11148,11286,11,51,70,939
2352,2490,11280,11418,11,51,70,935
2352,2490,11412,11550,5,11,51,931
2484,2622,11280,11418,11,51,70,935
2484,2622,11412,11550,11,51,70,932
2616,2688,10494,10560,11,52,34,961
2616,2688,10554,10626,11,52,34,960
2682,2754,10494,10560,11,52,34,960
2682,2754,10554,10626,11,52,34,960
2616,2754,10620,10758,11,51,34,953
2748,2886,10494,10626,11,52,34,955
2748,2886,10620,10758,11,52,34,953
2616,2754,10752,10890,11,51,70,950
2616,2754,10884,11022,11,51,70,946
2748,2886,10752,10890,11,51,34,950
2748,2886,10884,11022,11,51,34,947
2880,3018,10494,10626,6,11,52,955
2880,3018,10620,10758,11,52,34,953
3012,3150,10494,10626,6,11,52,954
3012,3150,10620,10758,11,52,34,953
2880,3018,10752,10890,11,51,34,950
2880,3018,10884,11022,11,51,34,947
3012,3150,10752,10890,11,52,34,950
3012,3150,10884,11022,11,51,34,947
2616,2754,11016,11154,11,51,70,943
2616,2754,11148,11286,11,51,70,939
2748,2886,11016,11154,11,51,34,943
2748,2886,11148,11286,11,51,34,940
2616,2886,11280,11550,11,51,70,924
2880,3150,11016,11286,11,51,34,932
2880,3150,11280,11550,11,51,34,925
2094,2358,11544,11808,11,64,70,916
2094,2358,11802,12072,5,64,70,907
2352,2622,11544,11808,11,64,70,916
2352,2622,11802,12072,11,64,70,907
2094,2358,12066,12336,5,79,70,898
2094,2358,12330,12600,5,79,70,887
2352,2622,12066,12336,5,64,70,898
2352,2622,12330,12600,5,79,70,888
2616,2886,11544,11808,11,51,70,916
2616,2886,11802,12072,11,64,70,908
2880,3150,11544,11808,11,51,34,917
2880,3150,11802,12072,11,64,34,908
2616,2886,12066,12336,11,64,70,898
2616,2886,12330,12600,5,64,70,888
2880,3018,12066,12204,5,11,51,910
2880,3018,12198,12336,5,64,34,905
3012,3150,12066,12204,5,64,34,910
3012,3150,12198,12336,5,64,34,906
2880,3018,12330,12468,5,64,34,900
2880,3018,12462,12600,5,64,34,895
3012,3150,12330,12468,5,64,34,901
3012,3150,12462,12600,5,64,34,895
3144,3276,10494,10626,6,11,52,953
3144,3276,10620,10758,6,11,52,953
3270,3408,10494,10626,6,11,52,951
3270,3408,10620,10758,6,11,52,951
3144,3276,10752,10890,11,52,34,950
3144,3276,10884,11022,11,53,34,947
3270,3408,10752,10890,11,52,34,951
3270,3408,10884,11022,11,52,34,946
3402,3672,10494,10758,6,11,55,937
3402,3540,10752,10890,6,11,52,947
3402,3540,10884,11022,11,52,19,948
3534,3672,10752,10890,6,11,52,947
3534,3672,10884,11022,6,11,52,947
3144,3408,11016,11286,11,51,34,933
3144,3408,11280,11550,11,51,34,925
3402,3540,11016,11154,11,53,34,944
3402,3540,11148,11286,11,51,34,941
3534,3672,11016,11154,11,53,19,945
3534,3672,11148,11286,11,51,34,941
3402,3672,11280,11550,11,51,34,926
3666,3936,10494,10758,6,11,55,935
3666,3804,10752,10890,6,11,52,944
3666,3804,10884,11022,6,11,52,944
3798,3936,10752,10890,6,11,52,943
3798,3936,10884,11022,6,11,52,943
3930,4068,10494,10626,6,11,52,942
3930,4068,10620,10758,6,11,52,942
4062,4200,10494,10626,6,11,52,940
4062,4200,10620,10758,6,11,52,940
3930,4068,10752,10890,6,11,52,941
3930,4068,10884,11022,6,11,52,941
4062,4200,10752,10890,6,11,52,939
4062,4200,10884,11022,6,11,52,938
3666,3804,11016,11154,11,53,19,944
3666,3804,11148,11286,11,53,19,941
3798,3936,11016,11154,6,11,53,942
3798,3936,11148,11286,11,53,19,942
3666,3804,11280,11418,11,51,19,938
3666,3804,11412,11550,11,51,34,934
3798,3936,11280,11418,11,53,19,938
3798,3936,11412,11550,11,51,19,934
3930,4068,11016,11154,6,11,53,940
3930,4068,11148,11286,11,53,19,939
4062,4200,11016,11154,6,11,52,938
4062,4200,11148,11286,6,11,53,943
3930,4068,11280,11418,11,26,70,939
3930,4068,11412,11550,19,26,51,935
4062,4200,11280,11418,11,26,70,939
4062,4200,11412,11550,19,26,70,935
3144,3408,11544,11808,11,51,34,918
3144,3276,11802,11940,11,51,34,920
3144,3210,11934,12006,5,11,51,921
3144,3210,12000,12072,5,11,51,919
3204,3276,11934,12006,11,51,34,921
3204,3276,12000,12072,5,64,34,919
3270,3408,11802,11940,11,51,34,920
3270,3342,11934,12006,11,51,34,922
3270,3306,12000,12036,5,11,51,922
3270,3306,12030,12072,5,64,34,921
3300,3342,12000,12036,5,64,34,922
3300,3342,12030,12072,5,64,34,921
3336,3372,11934,11970,11,51,34,925
3336,3372,11964,12006,5,64,34,923
3366,3408,11934,11970,11,51,34,925
3366,3390,11964,11988,5,11,51,925
3366,3390,11982,12006,5,64,34,924
3384,3408,11964,11988,5,64,34,925
3384,3408,11982,12006,5,64,34,924
3336,3372,12000,12036,5,64,34,923
3336,3372,12030,12072,5,64,34,921
3366,3408,12000,12036,5,64,34,922
3366,3408,12030,12072,5,64,34,921
3402,3540,11544,11676,11,51,34,929
3402,3540,11670,11808,11,51,34,925
3534,3672,11544,11676,11,51,34,930
3534,3606,11670,11742,11,51,34,931
3534,3606,11736,11808,11,51,34,929
3600,3672,11670,11742,11,51,34,931
3600,3636,11736,11772,11,26,70,932
3600,3636,11766,11808,11,26,70,931
3630,3672,11736,11772,11,26,70,932
3630,3672,11766,11808,26,51,34,931
3402,3474,11802,11874,11,51,34,926
3402,3438,11868,11904,11,51,34,927
3402,3438,11898,11940,11,51,34,926
3432,3474,11868,11904,11,51,34,927
3432,3456,11898,11922,11,51,34,927
3432,3456,11916,11940,11,51,34,927
3450,3474,11898,11922,11,51,34,927
3450,3474,11916,11940,26,51,34,927
3468,3540,11802,11874,11,51,34,927
3468,3504,11868,11904,11,51,34,927
3468,3486,11898,11922,26,51,34,928
3468,3486,11916,11940,26,51,34,927
3480,3504,11898,11922,26,51,34,928
3480,3504,11916,11940,26,51,34,927
3498,3522,11868,11886,11,26,70,929
3498,3522,11880,11904,26,51,34,928
3516,3540,11868,11886,26,51,34,929
3516,3540,11880,11904,26,51,34,928
3498,3540,11898,11940,26,51,34,926
3402,3420,11934,11952,11,51,34,927
3402,3414,11946,11958,5,11,51,927
3402,3414,11952,11970,5,11,51,926
3408,3420,11946,11958,5,11,51,927
3408,3420,11952,11970,5,64,34,926
3414,3438,11934,11952,11,51,34,926
3414,3426,11946,11958,5,11,51,927
3414,3426,11952,11970,5,64,34,926
3420,3432,11946,11958,5,11,51,927
3420,3432,11946,11958,5,11,51,927
3426,3438,11946,11958,5,11,51,927
3426,3438,11946,11958,5,11,51,927
3420,3432,11952,11964,5,26,51,927
3420,3432,11958,11970,5,26,51,926
3426,3438,11952,11964,5,26,51,927
3426,3438,11958,11970,5,26,51,926
3402,3420,11964,11988,5,64,34,925
3402,3420,11982,12006,5,64,34,924
3414,3426,11964,11976,5,26,51,926
3414,3426,11970,11988,5,64,34,925
3420,3438,11964,11976,5,64,34,926
3420,3438,11970,11988,5,26,51,925
3414,3438,11982,12006,5,64,34,924
3432,3444,11934,11946,11,26,70,927
3432,3444,11940,11952,11,26,70,927
3438,3456,11934,11946,26,51,34,927
3438,3456,11940,11952,26,51,34,927
3432,3444,11946,11958,26,51,34,927
3432,3444,11952,11970,26,51,34,926
3438,3456,11946,11958,26,51,34,926
3438,3456,11952,11970,26,51,34,926
3450,3474,11934,11952,26,51,34,926
3450,3474,11946,11970,26,51,34,926
3432,3456,11964,11988,26,51,34,925
3432,3456,11982,12006,26,51,34,925
3450,3474,11964,11988,26,51,34,925
3450,3474,11982,12006,26,51,34,925
3402,3420,12000,12018,5,64,34,924
3402,3420,12012,12036,5,64,34,923
3414,3438,12000,12018,5,64,34,924
3414,3438,12012,12036,5,26,51,923
3402,3438,12030,12072,5,64,34,921
3432,3456,12000,12018,5,26,51,924
3432,3456,12012,12036,5,26,51,923
3450,3474,12000,12018,26,51,34,924
3450,3474,12012,12036,26,51,34,924
3432,3456,12030,12054,5,26,51,923
3432,3456,12048,12072,5,26,51,922
3450,3474,12030,12054,5,26,51,923
3450,3474,12048,12072,5,26,51,922
3468,3504,11934,11970,26,51,34,925
3468,3504,11964,12006,26,51,34,924
3498,3540,11934,11970,26,51,34,925
3498,3540,11964,12006,26,51,34,924
3468,3504,12000,12036,26,51,34,923
3468,3504,12030,12072,26,51,34,921
3498,3540,12000,12036,26,51,34,923
3498,3540,12030,12072,26,51,34,922
3534,3570,11802,11838,11,26,70,930
3534,3570,11832,11874,26,51,34,928
3564,3606,11802,11838,26,51,34,930
3564,3606,11832,11874,26,51,34,928
3534,3570,11868,11904,26,51,34,928
3534,3570,11898,11940,26,51,34,926
3564,3606,11868,11904,26,51,34,927
3564,3606,11898,11940,26,51,34,926
3600,3672,11802,11874,26,51,34,927
3600,3672,11868,11940,26,51,34,925
3534,3606,11934,12006,26,51,34,922
3534,3606,12000,12072,26,51,34,920
3600,3672,11934,12006,26,51,34,923
3600,3672,12000,12072,26,51,34,920
3144,3210,12066,12138,5,64,34,917
3144,3210,12132,12204,5,64,34,914
3204,3276,12066,12138,5,64,34,917
3204,3276,12132,12204,5,64,34,914
3144,3276,12198,12336,5,64,34,906
3270,3342,12066,12138,5,64,34,917
3270,3342,12132,12204,5,64,34,915
3336,3372,12066,12102,5,64,34,920
3336,3372,12096,12138,5,64,34,919
3366,3408,12066,12102,5,64,34,920
3366,3408,12096,12138,5,64,34,919
3336,3408,12132,12204,5,64,34,915
3270,3342,12198,12270,5,64,34,912
3270,3342,12264,12336,5,64,34,910
3336,3408,12198,12270,5,64,34,912
3336,3408,12264,12336,5,64,34,910
3144,3276,12330,12468,5,64,34,901
3144,3276,12462,12600,5,64,34,896
3270,3408,12330,12468,5,64,34,901
3270,3408,12462,12600,5,64,34,896
3402,3438,12066,12102,5,64,34,920
3402,3438,12096,12138,5,64,34,919
3432,3474,12066,12102,5,26,51,920
3432,3474,12096,12138,5,26,51,919
3402,3438,12132,12168,5,26,51,918
3402,3438,12162,12204,5,26,51,916
3432,3474,12132,12168,5,26,51,918
3432,3474,12162,12204,5,26,51,917
3468,3504,12066,12102,26,51,34,921
3468,3504,12096,12138,5,26,51,919
3498,3540,12066,12102,26,51,34,920
3498,3540,12096,12138,26,51,34,919
3468,3540,12132,12204,26,51,34,915
3402,3474,12198,12270,5,64,34,913
3402,3474,12264,12336,5,26,51,910
3468,3540,12198,12270,26,51,34,913
3468,3540,12264,12336,5,26,51,910
3534,3606,12066,12138,26,51,34,918
3534,3606,12132,12204,26,51,34,915
3600,3672,12066,12138,26,51,34,918
3600,3672,12132,12204,26,51,34,916
3534,3606,12198,12270,26,51,34,913
3534,3606,12264,12336,26,51,34,911
3600,3672,12198,12270,26,51,34,913
3600,3672,12264,12336,26,51,34,911
3402,3474,12330,12402,5,26,51,908
3402,3474,12396,12468,5,26,51,905
3468,3540,12330,12402,5,26,51,908
3468,3540,12396,12468,5,26,51,905
3402,3540,12462,12600,5,64,34,897
3534,3672,12330,12468,26,51,34,902
3534,3672,12462,12600,26,51,34,897
3666,3804,11544,11676,11,51,34,930
3666,3738,11670,11742,11,26,70,932
3666,3738,11736,11808,26,51,34,929
3732,3804,11670,11742,26,51,34,932
3732,3804,11736,11808,26,51,34,930
3798,3870,11544,11610,11,26,70,936
3798,3870,11604,11676,19,26,51,934
3864,3936,11544,11610,19,26,51,936
3864,3936,11604,11676,19,26,51,934
3798,3936,11670,11808,26,51,34,926
3666,3738,11802,11874,26,51,34,927
3666,3738,11868,11940,26,51,34,925
3732,3804,11802,11874,26,51,34,928
3732,3804,11868,11940,26,51,34,925
3666,3804,11934,12072,26,51,34,917
3798,3936,11802,11940,26,51,34,922
3798,3936,11934,12072,26,51,34,918
3930,4068,11544,11676,19,26,51,931
3930,4068,11670,11808,19,26,51,927
4062,4200,11544,11676,19,26,51,931
4062,4200,11670,11808,19,26,51,927
3930,4068,11802,11940,26,51,34,923
3930,4068,11934,12072,26,51,34,918
4062,4200,11802,11940,19,26,51,923
4062,4200,11934,12072,19,26,51,919
3666,3804,12066,12204,26,51,34,913
3666,3804,12198,12336,26,51,34,908
3798,3936,12066,12204,26,51,34,913
3798,3936,12198,12336,26,51,34,908
3666,3804,12330,12468,26,51,34,903
3666,3804,12462,12600,26,51,34,898
3798,3936,12330,12468,26,51,34,903
3798,3936,12462,12600,26,51,34,898
3930,4068,12066,12204,26,51,34,914
3930,4068,12198,12336,26,51,34,909
4062,4200,12066,12204,26,51,34,914
4062,4200,12198,12336,26,51,34,910
3930,4068,12330,12468,26,51,34,904
3930,4068,12462,12600,26,51,34,899
4062,4200,12330,12468,26,51,34,905
4062,4200,12462,12600,26,51,34,900
-6,126,12594,12696,25,50,33,896
-6,126,12690,12792,25,50,33,892
120,192,12594,12648,25,50,33,900
120,192,12642,12696,25,50,33,898
186,258,12594,12648,18,25,50,900
186,258,12642,12696,18,25,50,898
120,192,12690,12744,25,50,33,897
120,192,12738,12792,11,50,33,895
186,258,12690,12744,11,50,33,896
186,258,12738,12792,11,50,33,894
-6,126,12786,12888,25,50,33,888
-6,126,12882,12984,25,50,33,884
120,192,12786,12840,11,50,33,893
120,192,12834,12888,11,50,33,891
186,258,12786,12840,11,50,33,892
186,258,12834,12888,11,50,33,890
120,192,12882,12936,11,50,33,889
120,192,12930,12984,11,50,33,887
186,258,12882,12936,11,50,33,888
186,258,12930,12984,11,50,33,886
252,390,12594,12696,18,25,50,894
252,390,12690,12792,18,25,50,890
384,522,12594,12696,18,25,50,893
384,522,12690,12792,11,50,18,889
252,324,12786,12840,11,50,33,892
252,324,12834,12888,11,50,33,890
318,390,12786,12840,11,50,18,892
318,390,12834,12888,11,50,18,890
252,324,12882,12936,11,50,33,888
252,324,12930,12984,11,50,33,886
318,390,12882,12936,11,50,18,887
318,390,12930,12984,11,50,33,885
384,522,12786,12888,11,50,18,885
384,522,12882,12984,11,50,18,881
-6,126,12978,13080,25,63,33,880
-6,126,13074,13176,11,63,33,876
120,192,12978,13032,11,50,33,885
120,192,13026,13080,11,50,33,882
186,258,12978,13032,11,50,33,884
186,258,13026,13080,11,50,33,882
